dataset_index,true_cipher_type,difficulty,true_plaintext,ciphertext_original,rq2_std_pred,rq2_std_correct,rq2_char_pred,rq2_char_correct,rq3_std_pred,rq3_std_correct,rq3_char_pred,rq3_char_correct
66,Bacon Cipher,1,Just had the most amazing pizza! #FoodLover #Yummy,ABAABBABAABAABABAABBAABBBAAAAAAAABBBAABBAABBBAABAAABBAAABBBABAABABAABBAAAAAABBAAAAAAABBAABABAAAABBABAABBAABBBBABAAABBAABBBAABAAAAAAABABABBBAABBBAAAABBABABBABBBABABABAABAABAAABBBAAABABAAABBAAABBAABBAAA,Atbash Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
67,Rail Fence Cipher,2,Just had the most amazing pizza! #FoodLover #Yummy,J   tagz ov#muthdtems mzn iz!#odoe YmysahoaipaFLru,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
68,Vigenère Cipher,2,Just had the most amazing pizza! #FoodLover #Yummy,hjdh bpm qft almi pjyotbd erowy! #cidmalttc #sjvbv,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Atbash Cipher,False
69,Playfair Cipher,2,Just had the most amazing pizza! #FoodLover #Yummy,GOPVQPBXMBLUPVUQFRGIWURXRFDADLXDYCGZEYYG,Morse Code,False,Morse Code,False,Vigenère Cipher,False,Rail Fence Cipher,False
70,RSA Cipher,3,Just had the most amazing pizza! #FoodLover #Yummy,1877 2160 1230 884 1992 2170 1632 1773 1992 884 2170 1313 1992 2271 2185 1230 884 1992 1632 2271 1632 1830 3179 2235 2923 1992 612 3179 1830 1830 1632 1853 1992 921 325 2185 2185 1773 2726 2185 2578 1313 2412 1992 921 99 2160 2271 2271 487,Morse Code,False,Morse Code,False,"RSA Cipher (Note: This is a RSA encrypted RSA modulus, not the actual encrypted message)",True,Vigenère Cipher,False
71,AES Cipher,3,Just had the most amazing pizza! #FoodLover #Yummy,x703dTrKCxMQQyQqdTfUfW7Ag0cAsLPwRWzyz2rUzuw5eEp2WrQgW92bYM31anTUe6Is3ZV+RlN1ITAY8oLrtg==,Vigenère Cipher,False,Morse Code,False,"Base64 Cipher (Base64 is not a encryption method itself, but it is often used to encode binary data including encrypted data)",False,RSA Cipher,False
72,Caesar Cipher,1,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.","sxuvxdqw wr vhfwlrq 8 ri wkh frsbuljkw dfw, idlu xvh ri frsbuljkwhg pdwhuldo iru hgxfdwlrqdo sxusrvhv lv shuplwwhg.",Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
73,Atbash Cipher,1,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.","Kfihfzmg gl Hvxgrlm 8 lu gsv Xlkbirtsg Zxg, uzri fhv lu xlkbirtsgvw nzgvirzo uli vwfxzgrlmzo kfiklhvh rh kvinrggvw.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
74,Morse Code,1,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.",".--. ..- .-. ... ..- .- -. -   - ---   ... . -.-. - .. --- -.   ---..   --- ..-.   - .... .   -.-. --- .--. -.-- .-. .. --. .... -   .- -.-. - ,   ..-. .- .. .-.   ..- ... .   --- ..-.   -.-. --- .--. -.-- .-. .. --. .... - . -..   -- .- - . .-. .. .- .-..   ..-. --- .-.   . -.. ..- -.-. .- - .. --- -. .- .-..   .--. ..- .-. .--. --- ... . ...   .. ...   .--. . .-. -- .. - - . -.. .",Bacon Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
75,Bacon Cipher,1,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.",ABBBBBABAABAAABBAABABABAAAAAAAABBABBAABBBAABBABBBABAABAAABAAAAABABAABBABAAAABBBAABBABABBBAAABABBAABBAABBBAABAAAAABAABBBAABBBBBBAAABAAABABAAAAABBAAABBBBAABBAAAAAAAABABAABBAABABAAAAAABAAABAAABBABAABAABAAABAAABBBAAABABAAABAABBBAABBBBBBAAABAAABABAAAAABBAAABBBBAABBAABAAAAABBABBAAAAAAABAABBAABAABAAABABAAAAAAAAABABBAABABABBBABAAABAABAAAAABBBABAAAAABAAAAAABAABBABAAAABBBAABBABAAAAAABABBABBBBBABAABAAABABBBBABBBABAABAAABAABAABAABAAABAABAABBBBAABAABAAABABBAAABAAABAABBBAABBAABAAAAABB,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Atbash Cipher,False
76,Rail Fence Cipher,2,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.","Pu Si8  yhcf  crtmr  co ps meusatt eto  fteCprgtAt arueo oyihe aeilfreuainlproe spritdrnocnohoi ,isfpgdtaodtausiet.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
77,Vigenère Cipher,2,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.","uuhvvioi st ihdbjdc 8 ei bit btpoujoii zht, gijg txe rg ddexwiwkume bzyehlbt udq etxdiuxdmfl svzqdhdx yv xfgbhytug.",Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
78,Playfair Cipher,2,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.",UISTWIDQZTPLDSGEDFOQLFDLQIPAAORGDSHYAPXPFELNETAQYIOROKGMPOPAMHHEPHKZBMPGFDMHUISQLTLPMPUPSAGPPOCZ,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
79,RSA Cipher,3,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.",2933 2160 2412 1230 2160 1632 2235 884 1992 884 2185 1992 2680 1313 281 884 3179 2185 2235 1992 1794 1992 2185 1369 1992 884 2170 1313 1992 641 2185 612 487 2412 3179 2923 2170 884 1992 2790 281 884 678 1992 1369 1632 3179 2412 1992 2160 1230 1313 1992 2185 1369 1992 281 2185 612 487 2412 3179 2923 2170 884 1313 1773 1992 2271 1632 884 1313 2412 3179 1632 745 1992 1369 2185 2412 1992 1313 1773 2160 281 1632 884 3179 2185 2235 1632 745 1992 612 2160 2412 612 2185 1230 1313 1230 1992 3179 1230 1992 612 1313 2412 2271 3179 884 884 1313 1773 2825,Vigenère Cipher,False,Playfair Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
80,AES Cipher,3,"Pursuant to Section 8 of the Copyright Act, fair use of copyrighted material for educational purposes is permitted.",5cx1G8/ODkCYg6hQ2D9vPJipuu5LET0Kekpt/b4OhMJTIwj0a4f88v5cE8/y5QmWjzUHmhsIQk2BXTf1hdosfkttPg2Ln8OcWIgOfF+nzPrYxOFSvVoKtGTnrcJuT1XNkjw0NRtQVH4Inc9jiE0iqyaXfla11TlZy8X80GUXzog=,RSA Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
81,Caesar Cipher,1,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.","rxu t2 uhvxowv vkrz d 15% lqfuhdvh lq joredo uhyhqxh, gulyhq eb vwurqj shuirupdqfh lq rxu whfk glylvlrq.",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
82,Atbash Cipher,1,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.","Lfi J2 ivhfogh hsld z 15% rmxivzhv rm tolyzo ivevmfv, wirevm yb hgilmt kviulinzmxv rm lfi gvxs wrerhrlm.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
83,Morse Code,1,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.","--- ..- .-.   --.- ..---   .-. . ... ..- .-.. - ...   ... .... --- .--   .-   .---- ..... %   .. -. -.-. .-. . .- ... .   .. -.   --. .-.. --- -... .- .-..   .-. . ...- . -. ..- . ,   -.. .-. .. ...- . -.   -... -.--   ... - .-. --- -. --.   .--. . .-. ..-. --- .-. -- .- -. -.-. .   .. -.   --- ..- .-.   - . -.-. ....   -.. .. ...- .. ... .. --- -. .",Morse Code,True,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
84,Bacon Cipher,1,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.",ABBBABABAABAAABBAAAABAAABAABAABAABABABAAABABBBAABBBAABABAABAAABBBABBBABABBAAAAAAABAAAABBABAAABABAAABAABAAAAAAABAABAAABAAABAAAABBABAABBAABABBABBBAAAAABAAAAAABABBBAAABAABAABABABAABAAABBABBABAAAABAAAAABBBAAABABAAABABABAABAAABBABAAAABBBAAABAABABAABBBAAABABBBAABBABAABBAABBBBAABAABAAABAABABABBBABAAABABBAAAAAAAABBABAAABAAABAAABAAAABBABABBBABABAABAAABBAABBAABAAAAABAAABBBAAABBABAAABABABABAAABAABAABAAAABBBAABBAB,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
85,Rail Fence Cipher,2,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.","OQetha%csno e,i snercnrciiu 2rslsso  5 nraei lblrvne rvnb togpromnei u ehdvso.r u w1ie gaeudeyr fa ot in",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
86,Vigenère Cipher,2,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.","cgt z2 yljixvl wkvd o 15% lujismux mq nccnce vhcleiq, mvlcle na bxuvux bgkosutheqq bw rby hqea hlcpjwap.",Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True
87,Playfair Cipher,2,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.",MWLCLITWTYTSHZWPCGCILIZWFDPIMRPVMKFQIYTFIKFCIYPBTUKRPIYGMIRKOVCIFDPRXMYLZNEDCFXDRP,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (Note: This is a common ROT13 encoding, which is a simple variant of Caesar Cipher, but it's not the exact RSA Cipher as described.)",False
88,RSA Cipher,3,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.",1307 2160 2412 1992 2718 538 1992 2412 1313 1230 2160 745 884 1230 1992 1230 2170 2185 1107 1992 1632 1992 2906 1802 1350 1992 3179 2235 281 2412 1313 1632 1230 1313 1992 3179 2235 1992 2923 745 2185 2570 1632 745 1992 2412 1313 2578 1313 2235 2160 1313 678 1992 1773 2412 3179 2578 1313 2235 1992 2570 487 1992 1230 884 2412 2185 2235 2923 1992 612 1313 2412 1369 2185 2412 2271 1632 2235 281 1313 1992 3179 2235 1992 2185 2160 2412 1992 884 1313 281 2170 1992 1773 3179 2578 3179 1230 3179 2185 2235 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
89,AES Cipher,3,"Our Q2 results show a 15% increase in global revenue, driven by strong performance in our tech division.",hJrRZeQ53k2RxX1Yi16HtfI8TrqxKmIjR39MwzFsC9EO7ceE3B+V0Se8kgfT101fOicEhuGzNFS1z9HKNyycURN9DFOjwyl7RDu9/uU0nJX3lQ3y0ZF4+iA4SAnmmeetKcTGAnfdifxy5VetaDsyWA==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
90,Caesar Cipher,1,Life is what happens to you while you're busy making other plans.,olih lv zkdw kdsshqv wr brx zkloh brx'uh exvb pdnlqj rwkhu sodqv.,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
91,Atbash Cipher,1,Life is what happens to you while you're busy making other plans.,Oruv rh dszg szkkvmh gl blf dsrov blf'iv yfhb nzprmt lgsvi kozmh.,Vigenère Cipher,False,Vigenère Cipher,False,Playfair Cipher,False,Rail Fence Cipher,False
92,Morse Code,1,Life is what happens to you while you're busy making other plans.,.-.. .. ..-. .   .. ...   .-- .... .- -   .... .- .--. .--. . -. ...   - ---   -.-- --- ..-   .-- .... .. .-.. .   -.-- --- ..- ' .-. .   -... ..- ... -.--   -- .- -.- .. -. --.   --- - .... . .-.   .--. .-.. .- -. ... .,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Morse Code,True
93,Bacon Cipher,1,Life is what happens to you while you're busy making other plans.,ABABBABAAAAABABAABAAABAAABAABABABBAAABBBAAAAABAABBAABBBAAAAAABBBBABBBBAABAAABBABBAABABAABBABBBABBAAAABBBABABAABABBAAABBBABAAAABABBAABAABBAAAABBBABABAABAAABAABAAAAAABBABAABAABABBAAAABBAAAAAAAABABAABAAAABBABAABBAABBBABAABBAABBBAABAABAAABABBBBABABBAAAAAABBABBAABA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
94,Rail Fence Cipher,2,Life is what happens to you while you're busy making other plans.,L w p yweu yk el.iei hthpest o hl o'ebs aigohrpasfsaanouiyrumnt n,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
95,Vigenère Cipher,2,Life is what happens to you while you're busy making other plans.,quqq po bxff tqwlmsi fz ovq bxnxp ovq'wu nfeo iipyss ajoaz fqmye.,Vigenère Cipher,True,Vigenère Cipher,True,Playfair Cipher,False,RSA Cipher,False
96,Playfair Cipher,2,Life is what happens to you while you're busy making other plans.,YKIGMPUKGUOHSVVIONUNQPVXIKYBQPWOBDXOZIBHFPANUFBPRYGOXZ,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False
97,RSA Cipher,3,Life is what happens to you while you're busy making other plans.,2726 3179 1369 1313 1992 3179 1230 1992 1107 2170 1632 884 1992 2170 1632 612 612 1313 2235 1230 1992 884 2185 1992 487 2185 2160 1992 1107 2170 3179 745 1313 1992 487 2185 2160 1956 2412 1313 1992 2570 2160 1230 487 1992 2271 1632 690 3179 2235 2923 1992 2185 884 2170 1313 2412 1992 612 745 1632 2235 1230 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
98,AES Cipher,3,Life is what happens to you while you're busy making other plans.,Qh+3jg66LqehZi1unnIKO8I+Q1Ujmm+VMHEzl5cXwy7C1r/TK4aiEg2zPPXa2EeZ+NUF0C8aZerehS9jHNZi8URBF5/ShSZ331JRIAP/jMo=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
99,Caesar Cipher,1,The human genome contains approximately 3 billion base pairs of DNA.,wkh kxpdq jhqrph frqwdlqv dssuralpdwhob 3 eloolrq edvh sdluv ri gqd.,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
100,Atbash Cipher,1,The human genome contains approximately 3 billion base pairs of DNA.,Gsv sfnzm tvmlnv xlmgzrmh zkkilcrnzgvob 3 yroorlm yzhv kzrih lu WMZ.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
101,Morse Code,1,The human genome contains approximately 3 billion base pairs of DNA.,- .... .   .... ..- -- .- -.   --. . -. --- -- .   -.-. --- -. - .- .. -. ...   .- .--. .--. .-. --- -..- .. -- .- - . .-.. -.--   ...--   -... .. .-.. .-.. .. --- -.   -... .- ... .   .--. .- .. .-. ...   --- ..-.   -.. -. .- .,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
102,Bacon Cipher,1,The human genome contains approximately 3 billion base pairs of DNA.,BAABBAABBBAABAAAABBBBABAAABBAAAAAAAABBABAABBAAABAAABBABABBBAABBAAAABAAAAABAABBBAABBABBAABBAAAAAABAAAABBABBAABAAAAAAABBBBABBBBBAAABABBBABABBBABAAAABBAAAAAAABAABBAABAAABABBBBAAAAAAABABAAAABABBABABBABAAAABBBAABBABAAAABAAAAABAABAAABAAABBBBAAAAAABAAABAAABBAABAABBBAAABABAAABBABBABAAAAA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
103,Rail Fence Cipher,2,The human genome contains approximately 3 billion base pairs of DNA.,Thnn tspie3lnsa Dh ua eoecnan prxmtl  ilo aepiso N.emgmoiaoaybib rfA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,True
104,Vigenère Cipher,2,The human genome contains approximately 3 billion base pairs of DNA.,nce xdihb aznxcn jcmnviwi wwdqisivqcasm 3 brbuevb vvsn ywpfr jf tww.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
105,Playfair Cipher,2,The human genome contains approximately 3 billion base pairs of DNA.,WRGETXYVOGOQXBGKKVPFLAHRRSLECBRVXOEMDQQDQOYPHXRHCPHLGFVY,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
106,RSA Cipher,3,The human genome contains approximately 3 billion base pairs of DNA.,2159 2170 1313 1992 2170 2160 2271 1632 2235 1992 2923 1313 2235 2185 2271 1313 1992 281 2185 2235 884 1632 3179 2235 1230 1992 1632 612 612 2412 2185 1542 3179 2271 1632 884 1313 745 487 1992 368 1992 2570 3179 745 745 3179 2185 2235 1992 2570 1632 1230 1313 1992 612 1632 3179 2412 1230 1992 2185 1369 1992 1759 3165 2790 2825,Vigenère Cipher,False,Bacon Cipher,False,"RSA Cipher (due to the presence of large numbers, which are characteristic of RSA encryption)",True,Vigenère Cipher,False
107,AES Cipher,3,The human genome contains approximately 3 billion base pairs of DNA.,mBagO8zw/CSfzT2VjhK2KPAHnlw3lLmrKtPnAP+xHWeI5tcp1/yW0veVXtwj7s7nYMWGPNEUDQnxb0FTW7kFSy0CET2hLCcPftDf57pmgaY=,Vigenère Cipher,False,Vigenère Cipher,False,"Base64 Encoding (not a traditional encryption method, but it's a common encoding method)",False,Atbash Cipher,False
108,Caesar Cipher,1,"Symptoms of the common cold include runny nose, sore throat, and cough.","vbpswrpv ri wkh frpprq frog lqfoxgh uxqqb qrvh, vruh wkurdw, dqg frxjk.",Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
109,Atbash Cipher,1,"Symptoms of the common cold include runny nose, sore throat, and cough.","Hbnkglnh lu gsv xlnnlm xlow rmxofwv ifmmb mlhv, hliv gsilzg, zmw xlfts.",Vigenère Cipher,False,Atbash Cipher,True,Atbash Cipher,True,Vigenère Cipher,False
110,Morse Code,1,"Symptoms of the common cold include runny nose, sore throat, and cough.","... -.-- -- .--. - --- -- ...   --- ..-.   - .... .   -.-. --- -- -- --- -.   -.-. --- .-.. -..   .. -. -.-. .-.. ..- -.. .   .-. ..- -. -. -.--   -. --- ... . ,   ... --- .-. .   - .... .-. --- .- - ,   .- -. -..   -.-. --- ..- --. .... .",Morse Code,True,Atbash Cipher,False,Morse Code,True,Rail Fence Cipher,False
111,Bacon Cipher,1,"Symptoms of the common cold include runny nose, sore throat, and cough.",BAABABBAAAABBAAABBBBBAABBABBBAABBAABAABAABBBAAABABBAABBAABBBAABAAAAABAABBBAABBAAABBAAABBBAABBABAAABAABBBAABABBAAABBABAAAABBABAAABAABABBBABAAAAABBAABAABAAABBABAAABBABABBABBBAAAABBABABBBABAABAAABAABAABAABBBABAAABAABAABAABBAABBBBAAABABBBAAAAAABAABBAAAAAABBABAAABBAAABAABBBABABAAAABBAAABBB,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
112,Rail Fence Cipher,2,"Symptoms of the common cold include runny nose, sore throat, and cough.","St tcooiuryss o  gyposo h omncl nld un oe oetra,adcuhmmfem dcenn,rhtno.",Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
113,Vigenère Cipher,2,"Symptoms of the common cold include runny nose, sore throat, and cough.","wftlwokh ej adh adqcsu yrlb mdgsbzh pjrdc ukve, wevl pkrmpx, huz cmjkx.",Vigenère Cipher,True,Playfair Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
114,Playfair Cipher,2,"Symptoms of the common cold include runny nose, sore throat, and cough.",RAOKVMNKQEVIDHQWWQWAWPBCWAUWEFLXQZQAMQPGPNPFVIPQIZGALDWVEA,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
115,RSA Cipher,3,"Symptoms of the common cold include runny nose, sore throat, and cough.",2680 487 2271 612 884 2185 2271 1230 1992 2185 1369 1992 884 2170 1313 1992 281 2185 2271 2271 2185 2235 1992 281 2185 745 1773 1992 3179 2235 281 745 2160 1773 1313 1992 2412 2160 2235 2235 487 1992 2235 2185 1230 1313 678 1992 1230 2185 2412 1313 1992 884 2170 2412 2185 1632 884 678 1992 1632 2235 1773 1992 281 2185 2160 2923 2170 2825,Vigenère Cipher,False,Morse Code,False,"RSA Cipher (Note: This is a RSA encrypted text, not RSA encryption method itself. RSA encryption method is used for encryption and decryption, but in this case, the given ciphertext is encrypted.)",True,Vigenère Cipher,False
116,AES Cipher,3,"Symptoms of the common cold include runny nose, sore throat, and cough.",fpBrB726Q90LWD3ZBduR/Q2IHLbbejPVSXEdlEdUhN3L6IjWrmEzAFTPyR+V6ICcljweptjZRiu/nOrVvNCVbbuGo3oEYX6gX3TnwnRgrRw=,Vigenère Cipher,False,Playfair Cipher,False,"Base64 Encoding (Not a traditional encryption method, but it's a common encoding method often used in conjunction with other encryption methods)",False,RSA Cipher,False
117,Caesar Cipher,1,Local community rallies to support small businesses,orfdo frppxqlwb udoolhv wr vxssruw vpdoo exvlqhvvhv,Morse Code,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
118,Atbash Cipher,1,Local community rallies to support small businesses,Olxzo xlnnfmrgb izoorvh gl hfkklig hnzoo yfhrmvhhvh,Morse Code,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
119,Morse Code,1,Local community rallies to support small businesses,.-.. --- -.-. .- .-..   -.-. --- -- -- ..- -. .. - -.--   .-. .- .-.. .-.. .. . ...   - ---   ... ..- .--. .--. --- .-. -   ... -- .- .-.. .-..   -... ..- ... .. -. . ... ... . ...,Morse Code,True,Playfair Cipher,False,Morse Code,True,Morse Code,True
120,Bacon Cipher,1,Local community rallies to support small businesses,ABABBABBBAAAABAAAAAAABABBAAABAABBBAABBAAABBAABABAAABBABABAAABAABBBBAAABAAABAAAAAABABBABABBABAAAAABAABAABABAABBABBBABAABABABAAABBBBABBBBABBBABAAABBAABBBAABAABBAAAAAAAABABBABABBAAAABBABAABAABAABAAAABBABAABAABAABABAABAAABAABAABA,Atbash Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
121,Rail Fence Cipher,2,Local community rallies to support small businesses,Llmiriturm isoa omnt ale ospotsalbsnseccuyls p lues,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
122,Vigenère Cipher,2,Local community rallies to support small businesses,nlhcf wdrdwknvs lpqckbx ns hzgrlwv wgpqc yzucryhxvu,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Vigenère Cipher,True
123,Playfair Cipher,2,Local community rallies to support small businesses,TDOBROFLLSXKVZPCQUQDMFUDHSQHLALZFVOPQOSHKXMFFMHN,Morse Code,False,Playfair Cipher,True,Rail Fence Cipher,False,Rail Fence Cipher,False
124,RSA Cipher,3,Local community rallies to support small businesses,2726 2185 281 1632 745 1992 281 2185 2271 2271 2160 2235 3179 884 487 1992 2412 1632 745 745 3179 1313 1230 1992 884 2185 1992 1230 2160 612 612 2185 2412 884 1992 1230 2271 1632 745 745 1992 2570 2160 1230 3179 2235 1313 1230 1230 1313 1230,Atbash Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
